What is your PRIMARY MAJOR?,"Internship, field experience, co-op, or practicum",ParticipateServiceL,ParticipateCService,ParticipateStudyAbroadSemester,SJ1,SJ2,SJ3,SJ4,SJ5,SJ6,SJ7,SJ8,DA1,DA2,DA3,DA4,DA5,LocalRole,LocalFinance,LocalTime,GlobalRole,GlobalFinance,GlobalTime,Your gender?
13,1,,,,4,3,4,4,4,4,4,3,2,4,2,4,4,,,,,,,2
23,1,,1,,2,2,2,2,2,4,4,4,3,3,2,4,4,,,,,,,2
41,,,,,,,,,,,,,,,,,,,,,,,,
3,1,,,,2,2,2,3,3,3,4,5,1,3,1,4,4,,,,,,,2
51,,1,1,,2,1,3,3,3,3,5,4,1,3,1,3,4,4,4,4,4,4,4,1
10,1,,1,,3,2,4,2,3,3,3,5,2,2,2,4,4,,,,,,,1
13,1,,1,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,
51,,,1,,3,3,2,3,3,3,2,4,2,3,2,4,4,3,3,3,4,3,3,1
16,,,,,,,,,,,,,,,,,,,,,,,,
49,1,,,,2,2,3,3,4,4,3,5,3,3,2,5,5,,,,,,,1
29,,,,,2,2,2,2,3,3,4,4,2,3,2,4,4,,,,,,,2
24,,,,,3,3,4,2,3,3,3,2,3,4,2,4,3,,,,,,,2
55,1,,1,,4,3,5,5,5,5,5,5,2,4,3,4,4,2,3,2,4,4,3,2
16,,,1,,3,4,5,4,3,4,4,3,3,3,2,3,3,2,2,2,4,4,4,2
4,,1,1,,4,2,4,3,4,4,5,5,1,2,2,3,4,,,,,,,2
55,1,,,,2,2,2,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2
26,,,1,,1,1,3,1,4,4,5,5,5,3,2,5,5,3,4,3,5,3,5,2
66,,1,,,1,2,1,1,4,4,4,4,3,4,2,4,4,,,,,,,2
29,1,1,1,,2,2,2,2,2,2,4,3,2,4,2,4,3,,,,,,,2
16,1,,1,1,3,2,3,2,3,4,5,5,3,2,2,5,5,4,3,4,4,3,4,2
51,1,1,1,,4,2,3,2,4,4,5,4,3,4,2,4,4,4,2,4,3,2,4,2
43,1,,1,,3,3,3,3,1,3,5,3,2,2,2,4,4,,,,,,,2
16,,,1,,3,2,2,2,3,4,5,5,2,2,1,5,5,4,3,3,5,5,5,1
39,,1,,,2,2,3,3,3,4,4,5,1,3,1,5,4,,,,,,,2
17,1,,,,3,3,3,3,3,4,4,4,2,3,2,4,4,4,3,3,4,3,3,1
20,1,1,1,,5,5,4,3,4,2,5,3,3,3,3,4,4,,,,,,,2
17,1,,1,,3,1,1,1,3,3,3,3,3,3,1,5,5,3,2,3,3,3,3,1
13,1,,,,2,2,3,4,3,3,2,5,3,3,3,4,4,,,,,,,2
33,1,,1,,1,1,1,1,4,3,4,4,2,3,2,4,4,,,,,,,2
5,1,,,,4,3,4,4,3,2,4,5,2,2,2,4,4,,,,,,,1
66,,1,,,2,1,1,1,4,4,5,5,2,3,1,5,5,,,,,,,2
29,1,,1,,2,2,2,2,2,2,2,3,2,4,1,1,3,,,,,,,2
46,,,,,3,3,3,3,3,5,5,5,1,1,1,5,5,,,,,,,2
70,1,1,1,,2,3,3,3,4,3,4,4,4,3,4,4,5,,,,,,,2
24,1,,,,4,3,4,5,3,4,4,5,2,4,2,5,5,,,,,,,2
24,1,,,,2,2,3,4,3,3,4,4,2,3,2,4,4,,,,,,,2
16,1,,1,,1,1,1,2,4,5,2,5,1,1,1,5,5,5,4,5,,,,2
8,1,,1,,2,2,4,2,3,5,3,5,1,1,1,5,5,,,,,,,1
8,1,,,,1,1,3,1,3,4,5,5,3,4,2,5,4,,,,,,,2
29,,,,,4,2,5,2,3,3,3,3,3,3,1,5,5,,,,,,,2
26,1,1,1,,1,1,1,1,4,4,5,4,1,1,1,5,4,5,3,3,4,3,3,1
66,,,,,,,,,,,,,,,,,,,,,,,,
62,1,,1,,2,2,2,1,4,4,4,4,3,3,2,4,4,,,,,,,1
8,,,,,3,2,3,3,3,3,5,4,3,3,3,3,3,,,,,,,2
2,,,1,,1,3,4,3,3,3,4,5,2,3,1,4,3,,,,,,,2
6,1,1,1,,5,4,4,1,3,3,4,4,2,4,2,5,5,4,2,3,4,2,3,1
51,1,,,,3,4,3,2,2,3,2,5,1,1,1,5,5,4,4,4,2,2,2,1
66,1,1,,,4,4,4,4,4,3,3,3,3,3,4,4,4,,,,,,,2
51,,1,,,3,2,4,5,4,4,5,5,4,5,2,4,5,4,3,3,4,4,4,2
28,1,1,1,,3,2,2,2,3,3,3,3,3,3,3,3,3,,,,,,,2
66,,,,,1,1,1,1,3,4,5,5,4,4,2,4,4,,,,,,,2
49,,,1,,2,1,2,2,4,4,5,4,4,3,2,4,4,,,,,,,1
3,1,,,,2,2,2,3,2,4,4,4,2,3,2,4,4,,,,,,,2
42,1,1,1,,3,2,2,2,3,4,4,4,2,3,2,4,4,,,,,,,1
10,1,,1,,3,1,1,3,5,5,3,5,2,3,2,5,5,,,,,,,1
27,1,1,1,,1,1,2,1,4,5,5,5,2,3,2,5,5,,,,,,,
55,1,,1,,1,1,3,2,5,5,5,5,2,4,2,4,3,2,5,2,4,5,2,2
49,,,,,1,1,2,1,3,2,4,5,2,3,1,5,5,,,,,,,1
16,,,,,,,,,,,,,,,,,,,,,,,,
52,,,1,,1,1,2,1,5,4,4,5,3,3,2,4,4,,,,,,,2
36,1,1,1,,3,3,1,4,4,4,4,4,1,3,2,4,4,,,,,,,2
16,,,,,,,,,,,,,,,,,,,,,,,,
31,1,1,1,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
16,1,,,,3,3,4,2,1,1,3,4,2,4,2,4,3,4,4,4,3,1,3,2
24,1,,,,3,3,3,3,3,4,5,2,2,4,2,4,4,,,,,,,2
42,1,,1,,4,3,4,2,3,4,5,3,3,4,4,4,4,5,5,5,5,3,4,1
7,,,1,1,2,1,3,1,3,3,4,5,1,2,2,5,4,3,3,4,3,4,3,2
1,1,1,1,,4,2,4,2,2,2,4,5,2,3,2,4,4,3,3,3,3,3,3,2
17,1,1,1,,2,2,2,2,4,4,5,4,4,2,2,4,5,5,5,5,5,5,5,1
7,1,,1,1,3,2,2,1,4,3,3,5,1,2,1,5,5,3,3,3,4,3,4,1
43,,1,1,,3,2,3,2,4,4,4,4,2,3,3,3,4,4,4,4,2,4,3,1
63,1,1,1,,1,2,3,1,3,4,2,4,1,2,1,5,5,5,3,5,2,2,3,1
62,1,,1,,1,5,3,5,4,2,5,4,1,1,1,5,5,5,3,5,5,1,1,2
46,,,,,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2
7,1,1,1,,2,2,3,3,3,4,5,2,4,3,3,4,4,4,3,4,4,5,5,1
10,,,1,,2,2,3,1,4,4,4,4,3,3,2,4,4,3,3,4,3,2,3,1
49,,,1,,5,4,4,3,4,4,5,4,4,3,2,4,3,3,2,2,5,2,2,2
5,,,1,,2,3,3,2,4,4,4,4,3,3,2,4,4,3,4,4,3,3,3,1
62,,,,,2,2,3,2,5,5,5,5,2,3,2,5,4,5,5,5,5,5,5,2
66,1,,1,,1,1,3,1,3,4,4,5,4,2,3,5,5,4,3,4,5,5,5,2
9,,,1,,3,2,3,3,4,3,4,3,2,3,2,3,3,3,3,4,3,3,3,1
48,,,,,3,3,3,2,4,3,4,3,2,3,2,4,4,3,3,3,3,3,3,1
63,,,1,,1,1,1,1,4,4,5,5,2,2,1,5,5,4,2,5,4,3,4,1
1,1,,,,1,1,2,2,5,5,5,5,3,2,2,5,5,4,4,4,4,4,4,1
39,,,1,,3,2,3,2,2,3,3,4,2,3,2,4,4,3,3,3,3,3,3,2
24,,,,,3,4,5,5,3,4,5,5,2,1,1,5,5,3,3,3,5,5,5,2
53,1,1,1,1,3,4,4,3,5,4,5,4,2,2,2,4,4,4,4,4,5,4,4,2
7,,,1,,3,2,3,2,2,4,4,2,2,5,4,3,3,3,3,4,5,2,2,1
51,,1,1,,3,4,4,1,4,4,4,4,1,1,1,5,5,4,4,4,4,3,3,1
55,1,1,,,2,3,4,2,3,2,4,3,2,3,2,3,2,2,2,2,4,2,2,2
16,1,,1,,2,2,3,2,3,5,5,5,3,2,1,5,5,5,3,5,5,3,5,1
62,,,1,,3,2,3,2,1,2,5,4,1,3,1,4,4,3,4,4,2,2,2,2
20,1,1,,,2,1,3,2,2,2,4,5,1,3,2,3,3,2,2,4,4,4,2,2
68,,1,1,,2,2,2,4,3,3,4,5,2,3,2,4,5,4,4,4,5,4,5,1
20,1,,1,,4,3,2,1,4,5,5,4,3,4,1,4,3,5,5,5,4,4,4,1
19,1,,1,,2,1,3,2,5,4,4,4,3,3,2,4,4,2,4,3,4,4,4,2
14,1,,1,,2,2,2,2,4,4,4,4,2,4,2,5,5,2,2,2,2,2,2,1
43,1,,1,,3,3,2,2,3,3,4,4,2,3,2,4,4,3,3,3,4,3,3,1
52,1,1,1,1,4,3,3,4,3,3,3,4,2,1,1,5,5,4,3,4,3,2,2,1
10,,,1,,3,4,2,4,4,4,4,4,2,4,3,5,4,4,3,4,4,3,4,1
7,,,1,,1,2,2,2,2,4,4,5,4,4,3,4,5,3,4,4,3,4,4,1
9,,,1,,3,3,3,3,4,4,4,2,3,4,2,4,4,4,3,4,3,3,4,1
25,1,,,,2,3,3,1,2,4,4,5,1,1,1,5,5,4,3,4,4,4,3,2
14,1,,,,4,3,5,4,2,2,3,5,3,4,2,4,4,2,4,4,2,4,4,2
4,1,,1,,2,2,3,1,3,4,4,5,2,2,1,5,5,5,5,5,5,5,5,1
19,1,1,,,2,2,4,2,3,2,4,3,1,3,1,4,3,2,4,3,3,3,3,1
63,1,,1,,4,4,3,2,3,2,5,4,4,3,4,4,4,3,4,4,3,4,3,2
55,1,,1,,1,1,1,1,3,4,5,4,1,2,2,4,4,4,4,4,4,4,4,2
54,1,,1,,1,1,2,2,3,4,4,4,2,2,2,4,4,4,3,4,5,4,5,1
31,,,,,3,2,3,2,3,4,4,4,3,4,3,4,3,3,4,4,5,5,5,1
10,,,1,,4,2,2,4,3,3,4,4,2,4,3,4,4,4,4,4,4,3,4,1
16,1,,1,,4,3,4,3,4,3,4,3,3,3,3,4,3,4,4,4,4,4,3,2
29,1,,1,,4,4,5,4,3,4,3,4,3,3,3,3,3,3,2,3,2,2,2,2
16,1,,1,,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1
16,,1,1,,3,2,3,3,3,3,3,4,2,2,2,4,3,3,3,3,4,4,4,2
17,1,1,1,,2,2,3,1,4,3,4,5,2,3,2,4,4,4,4,4,4,4,3,1
43,1,1,1,,4,4,3,2,3,3,4,4,2,3,1,5,5,4,3,4,5,3,4,1
19,1,1,1,,3,3,4,3,1,3,3,5,3,3,2,5,2,5,4,4,4,4,4,1
39,,1,1,,1,2,4,2,4,4,4,4,1,3,2,5,5,4,5,5,5,3,4,2
15,,1,1,,4,2,3,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,2
9,,,,,5,4,4,2,2,2,3,4,3,4,3,4,3,4,4,4,4,4,4,2
2,,,1,,5,5,5,2,2,2,3,3,2,4,3,4,2,3,1,2,2,2,2,2
42,,1,1,1,1,1,2,1,5,5,5,5,3,2,1,5,5,5,5,5,2,2,4,1
2,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,,2,2,2
26,1,,1,,1,2,2,2,4,4,4,4,2,3,1,4,4,3,3,4,3,3,3,1
55,1,,,,2,3,4,4,2,2,4,4,2,4,4,3,3,4,3,4,4,3,3,2
42,1,1,1,,1,2,4,1,3,2,5,3,1,4,2,5,4,5,4,5,5,5,5,1
55,1,,1,,4,4,4,4,2,3,4,4,1,2,2,4,5,4,4,4,4,4,4,2
24,1,,,,1,2,3,2,4,4,4,3,1,2,2,3,3,2,2,2,2,2,2,2
62,,1,1,,2,1,4,2,3,3,1,5,1,2,2,5,4,4,4,4,5,4,4,2
29,1,,1,,1,1,1,2,4,3,2,5,2,2,2,4,4,3,2,2,4,2,2,1
70,1,,,,3,3,4,2,2,2,4,4,2,2,2,4,3,2,2,3,1,1,1,2
2,1,1,,,1,2,2,3,4,4,4,5,4,4,3,4,2,1,2,2,4,3,4,2
12,1,,1,,2,1,3,2,4,4,4,4,2,4,2,4,3,4,2,4,,,,2
62,,,1,,2,2,3,2,4,4,4,4,1,3,1,5,4,4,3,4,5,3,5,1
16,1,,1,,3,3,3,3,3,3,3,3,3,3,2,4,3,3,4,3,3,3,3,2
52,1,1,1,,4,4,4,3,4,3,4,4,4,4,4,4,2,4,4,4,3,3,3,2
26,1,,1,1,3,2,3,1,3,3,4,3,3,3,2,4,4,2,2,4,3,2,4,1
14,,,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
10,1,,1,,3,3,4,3,3,2,5,5,2,3,3,4,3,4,3,3,4,3,3,2
53,1,,1,,3,3,4,3,3,2,2,4,2,3,2,4,4,4,3,4,4,3,4,1
7,1,1,1,1,2,2,3,2,3,3,4,4,2,3,2,5,4,4,4,4,4,4,4,1
53,1,,1,,2,1,4,3,4,3,4,4,2,4,3,4,3,4,4,4,4,4,4,2
44,,,,,3,2,3,2,3,4,4,3,2,4,3,3,3,2,3,3,2,1,1,2
9,1,,1,,2,1,3,2,4,3,4,4,2,2,2,4,3,2,3,4,4,4,4,1
27,,1,1,,2,2,3,2,5,4,4,5,1,2,1,5,5,4,4,4,4,4,4,2
63,,,1,,3,1,4,1,4,4,5,5,1,2,1,5,5,4,3,4,5,3,5,1
56,1,,1,,2,3,3,2,2,2,5,4,2,2,2,3,3,4,2,4,1,1,3,2
56,1,,1,,2,2,3,3,4,3,3,4,2,2,2,5,5,4,2,5,3,3,3,1
43,1,,1,,2,1,2,1,,4,4,4,2,3,2,4,4,2,2,4,4,2,4,1
5,1,,1,,2,1,2,2,3,4,4,4,2,2,2,5,4,4,4,4,3,4,4,1
10,,,1,,3,2,4,2,4,3,5,3,2,3,2,4,4,2,3,4,2,2,2,1
61,1,,1,,2,2,2,2,3,3,4,4,2,3,2,3,4,3,3,4,3,3,3,1
11,1,,,,4,3,4,4,1,2,3,2,3,4,3,3,3,3,4,3,3,3,3,1
39,,,,,4,3,3,2,4,5,5,5,1,4,2,4,4,2,4,3,4,2,4,1
18,1,1,1,,2,1,2,2,4,4,4,4,2,3,2,4,4,4,3,4,4,3,4,2
7,1,,1,1,2,2,2,2,3,3,4,3,4,3,2,3,3,4,3,4,3,3,4,2
42,1,,1,,4,2,3,2,4,4,2,4,4,2,2,4,4,2,2,4,4,2,2,1
42,1,1,1,,4,3,3,2,3,3,4,2,3,4,4,3,3,3,2,2,2,2,2,1
55,1,1,1,,2,2,3,2,4,4,4,4,2,3,2,4,4,3,4,4,2,2,3,1
47,1,,,,2,2,2,2,4,4,4,4,2,2,2,4,4,4,3,3,4,3,3,1
46,1,1,1,,4,2,3,2,5,5,5,5,1,2,2,4,5,3,2,2,3,2,2,1
56,1,,1,,3,2,2,2,3,3,5,5,2,2,1,4,4,4,3,4,4,3,4,1
16,1,,1,,1,1,2,2,4,4,5,5,2,2,2,4,4,4,3,4,4,3,4,1
63,1,,1,,1,1,1,1,2,3,5,4,2,2,1,5,5,5,4,5,5,4,5,1
63,,,1,,2,2,3,1,4,5,5,4,2,1,1,5,5,4,3,4,2,2,3,1
14,,,,,4,3,3,2,2,4,4,1,3,2,2,5,5,2,1,2,1,1,1,2
52,1,,,,3,2,3,4,3,3,4,5,2,3,1,5,5,4,3,3,3,3,3,1
53,1,,1,,2,1,1,3,3,3,4,4,1,2,2,5,5,2,2,4,2,2,2,2
55,1,,1,,2,1,2,1,4,3,4,5,3,2,1,5,5,4,4,5,4,5,5,2
63,,1,1,,2,2,2,4,4,4,4,4,2,3,2,4,4,4,2,4,4,2,3,1
14,1,,1,,2,2,2,1,3,4,5,5,1,1,1,5,5,3,3,4,3,3,4,2
63,,,,,2,1,3,1,3,4,4,5,2,2,2,4,4,3,4,2,3,3,3,2
2,,,,,1,1,2,1,4,4,4,4,2,3,2,4,4,2,4,3,4,4,3,2
16,,1,1,,2,2,3,1,3,3,4,5,2,3,2,4,5,3,4,4,3,2,4,1
5,1,,1,,4,3,3,2,4,3,4,5,4,3,1,5,4,4,3,4,4,3,4,1
43,1,1,1,,2,1,2,2,3,3,4,4,2,3,3,4,5,5,4,5,4,4,4,1
10,,,,,4,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2
43,,1,1,,2,2,3,1,4,4,5,5,2,2,3,4,5,4,4,4,4,4,4,1
66,1,1,1,,1,1,2,1,3,4,4,3,3,3,2,5,5,5,4,5,5,5,5,1
55,1,,1,,2,2,2,2,3,3,4,4,1,2,2,4,3,4,2,4,4,2,4,2
2,1,,1,,3,2,3,2,4,4,4,3,3,4,2,3,3,3,3,4,4,2,2,2
55,1,1,1,,2,1,1,2,3,4,5,5,3,3,3,4,3,4,4,4,5,5,5,2
3,,1,1,,1,2,3,2,3,4,4,2,1,2,2,5,4,5,3,5,4,3,3,1
7,1,,,1,1,1,3,1,4,3,4,5,1,1,1,4,5,4,4,3,3,3,3,2
16,1,1,1,,4,3,4,2,3,4,4,4,2,3,2,3,4,4,2,3,4,1,3,1
70,1,,,,2,2,3,1,4,3,5,5,3,2,4,5,5,4,1,1,5,5,5,1
29,1,,1,,3,3,3,3,2,3,3,3,2,3,2,4,4,4,2,4,4,1,4,2
43,1,1,1,,1,1,2,2,4,4,5,3,1,3,2,4,3,4,4,4,2,3,3,1
13,1,,1,,2,1,3,5,5,4,5,4,1,3,1,5,5,5,2,5,2,2,5,1
10,,,1,,2,2,3,3,3,4,4,4,2,1,1,5,5,4,3,4,3,2,3,1
49,1,,1,1,1,1,1,1,3,2,4,5,1,2,1,5,5,4,3,5,5,3,5,1
19,1,1,1,,1,1,4,2,2,4,4,5,5,4,4,5,5,4,4,4,4,4,4,2
1,1,1,1,,3,3,4,4,3,3,4,4,4,4,3,4,4,4,3,4,3,4,4,2
1,1,,1,,1,1,2,3,3,4,3,5,2,4,1,4,4,4,4,4,3,3,3,2
5,,,1,,2,1,1,1,3,3,5,4,2,5,3,4,3,3,4,4,2,2,2,2
54,,,1,,1,1,2,2,2,3,3,4,1,2,2,4,4,1,3,3,4,2,3,1
45,1,,1,,1,2,2,2,2,2,4,2,2,3,1,4,3,4,4,4,5,5,5,2
14,1,1,1,,3,3,3,3,3,4,3,4,1,3,2,5,5,4,4,4,4,4,4,1
43,1,1,1,,1,1,1,1,3,3,2,3,1,2,1,4,5,4,3,3,4,3,3,1
5,1,1,1,,3,2,3,2,2,3,5,4,1,2,2,5,5,5,3,4,4,3,4,1
24,1,1,,,2,1,3,2,2,2,4,4,4,4,3,4,2,1,2,2,1,1,1,2
55,1,1,1,,2,2,3,2,2,3,3,4,1,4,2,4,3,4,3,4,3,3,3,1
55,1,,1,,3,3,3,1,4,3,5,5,1,1,1,5,5,4,4,4,4,4,5,1
37,,,,,2,2,3,2,4,3,4,5,4,3,2,3,4,3,3,3,4,4,4,2
51,1,1,1,,2,2,2,2,2,2,3,4,3,4,2,4,3,4,3,4,3,3,3,1
29,1,1,1,,2,2,2,2,3,2,3,3,2,2,1,4,4,2,4,4,2,2,2,2
47,,,1,,4,2,2,4,3,3,4,4,2,3,2,4,3,4,3,4,4,3,4,2
7,1,,1,1,2,2,2,2,5,5,5,5,1,4,1,4,5,3,3,2,5,3,5,1
7,1,,,1,3,3,4,2,4,4,5,4,2,2,2,4,4,4,3,3,4,3,3,1
1,1,,1,,3,3,2,2,3,3,4,4,2,2,2,2,4,4,3,4,3,3,3,1
27,1,1,1,,2,2,2,1,4,4,5,5,2,3,2,4,5,4,4,4,4,4,4,1
24,,1,,,3,3,3,3,3,3,4,4,1,4,2,4,4,3,2,2,3,3,3,2
14,1,,1,,2,2,2,2,3,4,5,4,2,3,4,3,3,5,4,5,4,3,3,2
61,,,1,,2,1,2,1,4,4,4,5,2,2,2,5,4,5,5,5,4,4,4,1
43,1,1,,,1,1,2,1,3,3,4,5,2,2,1,5,5,3,4,4,4,4,4,1
16,1,,1,,1,1,2,1,2,2,5,4,2,3,2,4,3,4,4,4,4,4,4,2
19,1,1,1,,2,1,2,1,4,4,4,5,2,3,2,4,4,4,5,5,5,5,5,2
10,,,1,,3,2,3,2,3,3,4,5,2,3,2,4,3,4,4,4,3,4,4,1
64,1,1,,,2,3,3,2,2,2,5,4,4,3,2,4,4,4,4,2,3,2,2,1
27,,1,1,,4,3,3,3,3,4,4,4,3,4,3,4,4,3,3,3,3,3,3,1
5,,,1,,2,1,3,3,4,4,4,4,2,2,2,4,4,3,3,4,2,3,3,1
56,1,1,,,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2
68,1,,1,,4,4,4,2,2,4,5,4,2,4,2,2,4,2,4,4,2,2,2,2
32,,,1,,4,4,4,3,2,3,1,2,5,4,3,2,4,4,2,2,4,2,2,2
6,1,1,1,,1,1,2,1,3,3,4,5,1,1,1,5,5,5,3,4,4,3,4,1
1,,,1,,2,2,3,3,2,2,4,4,2,2,2,4,4,3,3,3,3,3,4,1
59,1,,1,,2,3,3,3,2,2,5,5,1,2,2,4,1,2,3,3,1,3,2,2
10,,,,,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
36,1,1,1,,2,1,3,1,5,5,4,5,3,2,2,4,4,3,3,4,3,3,4,1
27,1,,1,1,1,1,1,1,4,5,5,5,3,1,2,4,5,5,5,5,5,5,5,1
46,1,1,1,,3,3,3,2,1,2,3,4,1,2,2,4,4,4,2,4,4,1,4,1
41,1,1,1,,3,2,3,2,3,4,5,4,3,3,2,5,5,5,3,4,4,3,4,1
19,1,,,,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
16,,,1,,2,1,2,2,4,4,4,5,2,1,2,5,5,5,5,5,5,3,4,1
46,1,,1,,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,2
53,1,1,1,,2,3,2,2,1,2,4,4,2,3,2,5,4,4,3,4,3,2,2,1
46,,,1,,3,3,4,3,3,4,3,5,2,2,2,4,4,2,2,4,4,2,4,2
17,,,1,,3,2,3,2,3,3,4,5,2,2,1,5,5,2,2,3,2,4,4,1
55,1,,,,1,1,3,1,3,4,5,4,1,3,4,5,5,2,2,2,2,2,2,2
2,1,1,1,,1,2,2,3,1,2,4,4,1,3,4,4,4,5,4,5,4,2,4,1
52,,,1,1,2,2,2,2,3,3,4,4,2,3,2,4,5,4,4,4,4,3,3,1
56,1,,,,5,5,5,5,5,5,1,1,4,5,3,5,2,4,1,1,4,3,3,2
11,1,,1,,2,2,3,2,3,2,4,4,4,4,4,4,3,4,3,3,3,4,3,2
63,,,1,,1,1,1,1,2,2,4,4,1,1,1,5,5,5,4,5,4,4,5,1
37,1,,1,1,2,2,3,3,2,2,5,4,2,2,2,5,5,4,4,4,4,4,4,1
9,,,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
64,1,1,1,,1,1,2,1,4,4,4,5,1,1,1,5,5,5,4,5,5,5,5,1
43,1,,1,,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,4,5,4,4,1
7,,,1,1,2,1,2,2,4,4,4,4,2,2,1,5,5,4,3,4,4,3,4,1
51,1,1,1,,2,3,2,3,2,4,4,4,2,2,1,5,5,,,,,,,2
18,1,1,,,1,2,3,3,4,4,4,3,2,4,2,4,3,2,4,3,2,2,2,1
43,1,1,1,1,4,3,3,4,2,2,4,4,1,4,2,5,4,4,3,4,4,3,3,1
19,1,1,1,,1,2,2,2,4,4,5,5,2,3,3,4,4,5,5,5,4,4,4,1
46,1,,1,,2,1,1,1,4,4,4,4,1,3,2,4,5,5,5,5,5,4,4,2
14,1,1,1,,3,2,2,2,3,4,3,4,2,4,3,4,4,4,3,4,5,4,5,2
14,,,1,,1,3,3,4,2,3,5,4,1,2,1,5,5,4,3,4,4,4,4,2
55,,,1,,2,2,2,2,4,3,5,5,1,4,2,4,4,4,4,5,3,4,4,2
62,1,,1,,2,1,3,1,5,5,5,5,2,3,1,5,5,4,4,4,4,4,4,2
13,1,,1,,1,1,3,1,5,5,5,5,1,1,1,5,5,3,3,4,4,3,4,2
51,,,1,,2,1,2,2,3,4,4,4,2,2,2,4,4,4,4,4,4,4,4,1
55,,,,1,1,1,2,1,5,4,4,4,1,2,1,5,5,5,5,4,5,5,5,2
49,,,1,,1,1,1,1,4,4,4,4,2,1,1,5,4,4,3,4,4,3,4,1
57,1,,1,,1,1,2,1,5,4,3,4,2,3,2,5,4,4,3,5,3,4,5,1
5,,,,,3,2,2,2,3,3,3,3,3,3,2,2,2,4,4,4,4,4,4,2
10,,,1,,2,2,2,2,3,4,4,5,2,2,2,5,5,5,5,5,5,5,5,1
63,,,1,,2,1,2,1,4,4,3,5,1,3,1,5,4,4,3,4,4,3,4,1
7,1,1,1,1,3,2,4,3,3,4,4,5,3,1,2,5,4,3,4,3,4,3,3,1
7,1,1,,1,2,1,4,4,5,4,5,5,2,2,2,4,5,3,4,4,4,3,3,2
46,1,1,1,,2,2,3,4,1,4,5,5,1,2,1,5,5,4,4,4,5,5,5,2
26,,,,,4,3,4,4,4,3,4,4,1,2,1,4,4,3,3,4,3,3,3,1
56,1,,1,,2,2,3,1,4,4,5,5,2,2,3,5,4,3,2,4,3,3,3,2
62,,,1,,3,3,3,3,3,3,3,3,2,4,2,4,3,4,3,4,4,1,1,2
16,,,1,,1,3,3,2,1,2,1,5,1,4,1,5,5,2,4,1,1,1,1,2
6,1,1,1,,1,1,3,3,5,5,5,5,1,3,2,4,4,5,4,4,5,4,4,1
55,1,,1,,2,3,3,2,3,3,4,4,3,3,2,4,3,3,3,3,3,3,3,2
19,1,1,,,2,2,3,1,3,3,3,5,1,3,2,3,4,1,2,2,1,2,2,2
10,,,1,,1,1,2,2,3,4,4,5,4,4,2,3,3,3,2,2,2,1,1,2
24,1,1,,,1,3,4,4,3,5,5,5,5,5,4,3,2,3,5,2,3,5,3,2
31,1,,1,,5,4,4,4,1,1,4,4,4,5,4,2,1,4,5,4,4,5,4,2
63,1,,1,1,3,2,4,3,4,4,5,5,3,2,2,5,4,4,2,4,5,3,5,1
16,1,,,,3,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1
10,1,,,1,2,2,2,2,4,4,4,4,2,3,1,5,5,4,4,4,4,4,4,1
55,1,,,,4,4,4,4,2,2,3,4,1,3,2,4,4,3,4,3,4,3,3,2
23,,,1,,1,2,3,2,2,4,4,5,2,3,2,4,4,4,4,4,4,4,4,2
9,,,,,2,1,3,3,2,1,4,4,2,4,2,4,5,4,4,4,4,2,4,2
53,1,,1,,2,1,3,4,5,4,5,4,2,3,2,4,4,4,4,4,4,3,3,2
55,1,,1,,2,2,3,3,3,3,4,4,2,3,3,4,4,5,4,4,4,4,4,2
55,1,,,,4,4,3,4,4,4,4,5,2,4,2,4,5,2,2,2,5,3,4,2
39,,,1,,5,3,4,4,2,4,3,2,2,2,2,4,2,3,2,3,2,2,3,1
4,1,,,,4,4,3,4,5,4,4,4,4,4,2,4,4,5,3,3,3,3,3,1
9,,1,1,,1,1,4,1,3,4,4,5,2,3,2,3,3,4,4,4,4,4,4,1
14,,,,,1,1,2,1,4,3,3,4,1,2,2,5,5,2,4,3,4,4,4,2
35,,,,1,2,2,3,2,2,2,4,4,2,1,1,5,5,2,2,2,2,2,2,1
1,1,,1,,2,4,4,2,3,,,,,,,,,4,4,4,4,4,4,2
